                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),       metrics/mAP75(B),       metrics/mAP90(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.44632,                0.47409,                0.12294,                0.82701,                0.73885,                0.79644,                0.56912,                0.29996,                0.55052,                0.40179,                0.45054,                0.13639,                 0.0001,                 0.0001,                 0.0001
                    139,                0.44376,                0.47407,                0.11914,                0.83857,                0.73181,                0.80145,                0.56269,                0.31185,                0.54968,                0.40128,                0.44999,                0.13507,                 0.0001,                 0.0001,                 0.0001
                    140,                0.43054,                 0.4769,                0.11419,                0.83718,                0.72534,                0.80103,                0.57056,                0.31432,                0.55312,                 0.3923,                0.45311,                0.13208,                 0.0001,                 0.0001,                 0.0001
                    141,                0.44616,                0.47737,                0.11739,                  0.823,                0.72068,                0.79854,                0.57022,                0.32157,                0.55402,                0.39108,                 0.4533,                0.13137,                 0.0001,                 0.0001,                 0.0001
                    142,                0.44286,                 0.4894,                0.12398,                0.82242,                0.72726,                0.80126,                0.56647,                0.32645,                0.55227,                0.39535,                0.45102,                0.13421,                 0.0001,                 0.0001,                 0.0001
                    143,                0.44358,                0.47746,                0.11975,                0.83694,                0.73238,                0.80627,                0.56794,                0.31119,                0.55657,                0.39767,                0.45164,                0.13579,                 0.0001,                 0.0001,                 0.0001
                    144,                0.43977,                0.47822,                0.11597,                0.85411,                0.72831,                0.80943,                0.56344,                0.30497,                0.55188,                0.39735,                0.44965,                0.13723,                 0.0001,                 0.0001,                 0.0001
                    145,                0.44294,                0.47933,                0.11675,                0.85231,                0.72995,                0.80603,                0.55619,                0.33292,                0.55364,                0.39815,                0.45111,                0.13917,                 0.0001,                 0.0001,                 0.0001
                    146,                0.43686,                0.46756,                0.11627,                0.83476,                0.72695,                0.80319,                0.55312,                0.32618,                0.55413,                0.39428,                0.44674,                0.13759,                 0.0001,                 0.0001,                 0.0001
                    147,                0.42646,                0.46686,                0.11696,                0.84265,                0.72337,                 0.8011,                 0.5607,                0.32687,                0.55707,                 0.3935,                0.44157,                0.13574,                 0.0001,                 0.0001,                 0.0001
                    148,                0.43364,                 0.4707,                0.11565,                0.85658,                0.72811,                0.80649,                0.56043,                0.33445,                0.56297,                0.39218,                0.43813,                0.13363,                 0.0001,                 0.0001,                 0.0001
                    149,                 0.4322,                 0.4651,                0.11514,                0.83909,                0.73734,                0.80423,                0.56718,                0.29138,                0.55066,                0.39447,                0.44662,                0.13386,                 0.0001,                 0.0001,                 0.0001
                    150,                 0.4379,                0.46542,                 0.1174,                0.82696,                0.73194,                0.79813,                0.56063,                0.31957,                0.55305,                0.39569,                 0.4403,                0.13582,                 0.0001,                 0.0001,                 0.0001
