                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),       metrics/mAP75(B),       metrics/mAP90(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.71581,                0.55963,                 0.1872,                0.69152,                0.67377,                0.68022,                0.44089,                0.07868,                0.41467,                0.61893,                0.52831,                0.18723,             7.8688e-05,             7.8688e-05,             7.8688e-05
                     35,                 0.7142,                0.56374,                 0.1862,                0.69878,                0.64491,                0.68276,                0.50797,                0.13033,                0.44468,                0.59407,                0.51458,                0.18023,             7.8022e-05,             7.8022e-05,             7.8022e-05
                     36,                0.70247,                0.55654,                0.18307,                0.69865,                0.65788,                0.69057,                0.49199,                 0.0971,                0.43926,                0.58654,                0.54427,                0.17851,             7.7356e-05,             7.7356e-05,             7.7356e-05
                     37,                0.69768,                0.56927,                0.18191,                0.71233,                0.67745,                0.69003,                0.44711,                 0.0819,                0.41532,                0.60756,                0.53066,                0.19791,              7.669e-05,              7.669e-05,              7.669e-05
                     38,                0.67767,                0.55576,                 0.1719,                0.73031,                0.65381,                0.68029,                0.45628,                0.11053,                0.43239,                 0.5888,                0.52652,                0.18857,             7.6024e-05,             7.6024e-05,             7.6024e-05
                     39,                0.69618,                0.55971,                0.17317,                0.69182,                0.66014,                 0.6825,                0.49195,                0.13158,                0.44142,                0.58031,                 0.5293,                0.17804,             7.5358e-05,             7.5358e-05,             7.5358e-05
                     40,                0.67688,                 0.5579,                0.17404,                0.72318,                0.69222,                0.70986,                0.50621,                0.15336,                0.46388,                0.55215,                0.51658,                0.16944,             7.4692e-05,             7.4692e-05,             7.4692e-05
                     41,                0.67338,                0.55781,                0.17095,                 0.6932,                0.67746,                 0.6952,                0.49878,                0.10854,                0.44746,                0.55966,                0.52167,                0.17172,             7.4026e-05,             7.4026e-05,             7.4026e-05
                     42,                0.68103,                0.54512,                0.17488,                0.72987,                0.68713,                0.70791,                 0.5205,                0.15544,                0.46793,                0.53928,                 0.5187,                0.16501,              7.336e-05,              7.336e-05,              7.336e-05
                     43,                0.66955,                0.54986,                0.16727,                0.70151,                 0.6721,                0.69687,                0.51366,                 0.1413,                0.45968,                0.55511,                0.53143,                0.17792,             7.2694e-05,             7.2694e-05,             7.2694e-05
                     44,                0.66304,                 0.5433,                0.16364,                 0.7423,                 0.6659,                0.70746,                0.53101,                0.16213,                0.47053,                0.54293,                 0.5073,                0.16846,             7.2028e-05,             7.2028e-05,             7.2028e-05
                     45,                 0.6366,                0.53916,                0.15849,                 0.7101,                  0.673,                0.69951,                0.52121,                0.16844,                0.46975,                0.53195,                0.51768,                 0.1611,             7.1362e-05,             7.1362e-05,             7.1362e-05
                     46,                0.62794,                0.55403,                0.15838,                0.72229,                0.66699,                0.69811,                0.51194,                0.14123,                0.46524,                0.54564,                0.52126,                0.16728,             7.0696e-05,             7.0696e-05,             7.0696e-05
                     47,                0.65188,                0.53871,                0.16161,                0.76534,                0.64795,                0.70519,                0.52888,                0.15698,                0.47481,                0.53044,                0.51829,                0.16164,              7.003e-05,              7.003e-05,              7.003e-05
                     48,                 0.6334,                0.54745,                0.15876,                0.73272,                0.67411,                0.70955,                0.51874,                0.17071,                0.47432,                0.53375,                 0.5185,                0.16632,             6.9364e-05,             6.9364e-05,             6.9364e-05
                     49,                0.63721,                  0.537,                0.15865,                0.75771,                0.67502,                0.71379,                0.51796,                0.15349,                0.47434,                0.54884,                0.51542,                0.16767,             6.8698e-05,             6.8698e-05,             6.8698e-05
                     50,                0.63887,                0.53852,                0.15915,                0.73748,                0.67099,                0.71336,                0.50693,                 0.1223,                0.46431,                0.54551,                0.52157,                0.17483,             6.8032e-05,             6.8032e-05,             6.8032e-05
                     51,                0.62853,                0.53077,                0.15819,                0.74799,                0.69504,                0.72687,                0.51371,                0.16674,                0.47155,                0.54668,                0.51208,                0.17593,             6.7366e-05,             6.7366e-05,             6.7366e-05
                     52,                0.62622,                0.52154,                0.15263,                0.74354,                0.67124,                0.70974,                0.51048,                0.20022,                0.47857,                0.53378,                0.50897,                0.16726,               6.67e-05,               6.67e-05,               6.67e-05
                     53,                0.61492,                0.52727,                0.14752,                0.76656,                0.67188,                0.71919,                0.52255,                0.14852,                0.47367,                0.54393,                0.50945,                0.16867,             6.6034e-05,             6.6034e-05,             6.6034e-05
                     54,                0.62635,                0.51401,                0.14804,                0.77454,                0.68082,                0.72799,                0.52189,                0.19225,                0.48359,                0.53846,                 0.4984,                0.16704,             6.5368e-05,             6.5368e-05,             6.5368e-05
                     55,                0.61193,                0.53848,                 0.1525,                0.75534,                0.66947,                0.72137,                0.53869,                0.22341,                0.49157,                0.52057,                0.50621,                0.15986,             6.4702e-05,             6.4702e-05,             6.4702e-05
                     56,                0.62726,                0.52979,                 0.1503,                0.75673,                0.66299,                0.71802,                0.52321,                0.24099,                0.49354,                0.53292,                0.49354,                0.15729,             6.4036e-05,             6.4036e-05,             6.4036e-05
                     57,                0.61924,                0.53008,                0.15222,                0.77059,                0.68953,                0.73602,                0.53578,                0.21202,                0.49622,                0.51604,                0.50155,                0.15461,              6.337e-05,              6.337e-05,              6.337e-05
                     58,                0.61567,                0.51259,                0.14673,                0.74397,                 0.6796,                0.72379,                 0.5191,                0.24412,                0.48826,                0.53567,                0.49108,                0.16475,             6.2704e-05,             6.2704e-05,             6.2704e-05
                     59,                0.61903,                0.51672,                0.14454,                0.73655,                0.70703,                0.73621,                0.52992,                0.21015,                0.49531,                0.52999,                0.49619,                0.16333,             6.2038e-05,             6.2038e-05,             6.2038e-05
                     60,                0.61207,                0.51091,                0.14466,                0.77041,                0.69263,                0.73845,                0.53948,                0.21532,                0.49969,                 0.5043,                0.48967,                0.15195,             6.1372e-05,             6.1372e-05,             6.1372e-05
                     61,                0.58914,                0.51383,                 0.1425,                 0.7636,                0.68069,                0.73585,                0.54056,                0.22172,                0.49656,                0.50199,                0.50923,                0.15643,             6.0706e-05,             6.0706e-05,             6.0706e-05
                     62,                0.59281,                0.51729,                0.13829,                0.78726,                0.68313,                0.74457,                0.53279,                0.22407,                 0.5012,                0.51117,                0.49149,                0.15281,              6.004e-05,              6.004e-05,              6.004e-05
                     63,                0.60324,                0.51718,                0.14311,                0.78414,                0.70508,                0.75148,                 0.5461,                0.22143,                0.50549,                0.50877,                0.49116,                0.15029,             5.9374e-05,             5.9374e-05,             5.9374e-05
                     64,                0.60516,                0.51117,                0.14146,                0.76247,                0.69528,                0.74291,                0.55032,                0.20114,                0.49913,                0.51375,                0.50152,                0.15789,             5.8708e-05,             5.8708e-05,             5.8708e-05
                     65,                0.59883,                0.50908,                0.14052,                 0.7658,                0.69405,                0.73364,                0.53694,                0.24049,                0.50012,                0.51448,                0.49146,                0.15246,             5.8042e-05,             5.8042e-05,             5.8042e-05
                     66,                0.58982,                0.50812,                0.13696,                0.75032,                0.69847,                0.74061,                0.53534,                0.26486,                0.50891,                0.50466,                0.49147,                0.15077,             5.7376e-05,             5.7376e-05,             5.7376e-05
                     67,                0.58353,                0.51157,                 0.1375,                 0.7732,                0.71346,                0.74956,                0.54523,                0.25487,                0.51409,                0.50091,                0.47767,                0.14553,              5.671e-05,              5.671e-05,              5.671e-05
                     68,                0.59276,                 0.5066,                0.13818,                0.77576,                0.69966,                0.74217,                0.53728,                0.22929,                0.50382,                0.50268,                0.48997,                0.15299,             5.6044e-05,             5.6044e-05,             5.6044e-05
                     69,                0.57829,                0.50077,                0.13143,                0.77325,                0.69252,                0.74253,                0.53983,                0.22728,                0.50478,                0.50493,                0.48991,                0.15511,             5.5378e-05,             5.5378e-05,             5.5378e-05
                     70,                 0.5728,                0.50941,                0.13571,                 0.7747,                 0.6731,                0.73901,                0.54799,                0.27881,                0.51649,                0.50209,                0.48005,                0.14918,             5.4712e-05,             5.4712e-05,             5.4712e-05
                     71,                 0.5907,                0.50916,                 0.1394,                0.78263,                0.68875,                0.74515,                0.53611,                0.24676,                 0.5048,                0.51577,                 0.4783,                0.15581,             5.4046e-05,             5.4046e-05,             5.4046e-05
                     72,                0.58387,                0.50979,                0.13709,                0.77814,                0.69296,                0.73319,                0.54926,                0.23559,                0.50348,                0.50083,                0.48552,                0.14563,              5.338e-05,              5.338e-05,              5.338e-05
                     73,                0.58738,                  0.501,                0.13404,                0.76828,                0.68565,                 0.7345,                0.54396,                0.24942,                0.50778,                0.50024,                0.48891,                0.14427,             5.2714e-05,             5.2714e-05,             5.2714e-05
                     74,                0.58193,                0.49169,                0.13415,                0.78858,                0.70483,                 0.7443,                0.54251,                0.24903,                0.50399,                0.52457,                0.46283,                0.15654,             5.2048e-05,             5.2048e-05,             5.2048e-05
                     75,                0.56927,                0.50111,                 0.1295,                0.76599,                0.68622,                0.73791,                0.54195,                0.29008,                0.51309,                0.50937,                0.47917,                0.15381,             5.1382e-05,             5.1382e-05,             5.1382e-05
                     76,                0.57886,                0.50552,                0.13286,                0.75747,                0.68717,                0.72879,                0.53558,                0.28699,                0.50778,                0.50544,                0.47714,                0.14801,             5.0716e-05,             5.0716e-05,             5.0716e-05
                     77,                0.56811,                0.50272,                 0.1308,                0.80528,                0.68895,                0.74904,                0.53597,                0.24522,                0.51105,                0.48809,                0.49369,                0.15149,              5.005e-05,              5.005e-05,              5.005e-05
                     78,                0.55791,                0.49998,                 0.1314,                0.80224,                0.69576,                0.75015,                0.55653,                0.29428,                0.52475,                0.49207,                0.48164,                0.14834,             4.9384e-05,             4.9384e-05,             4.9384e-05
                     79,                0.56293,                0.49817,                0.12621,                0.78657,                0.70801,                0.75802,                0.53831,                  0.253,                0.51693,                 0.4999,                0.47581,                   0.15,             4.8718e-05,             4.8718e-05,             4.8718e-05
                     80,                0.57073,                0.49499,                0.12837,                0.78191,                0.70158,                0.74761,                0.53745,                0.27821,                0.51559,                0.49148,                0.48073,                0.14703,             4.8052e-05,             4.8052e-05,             4.8052e-05
                     81,                0.55653,                0.49397,                0.12891,                0.77925,                0.69176,                0.75169,                0.53951,                0.30277,                0.52318,                0.48693,                0.47071,                0.14185,             4.7386e-05,             4.7386e-05,             4.7386e-05
                     82,                 0.5665,                0.49631,                0.12732,                0.79534,                0.69625,                0.74986,                0.54849,                0.30132,                0.52574,                  0.486,                0.47293,                0.14053,              4.672e-05,              4.672e-05,              4.672e-05
                     83,                0.54515,                0.50203,                0.12296,                0.78822,                0.67774,                0.74864,                 0.5538,                 0.3258,                0.52817,                0.48137,                0.47574,                0.13691,             4.6054e-05,             4.6054e-05,             4.6054e-05
                     84,                0.56245,                0.49385,                0.12557,                0.76447,                 0.7091,                0.75446,                0.54702,                  0.316,                0.53139,                0.48736,                0.45945,                 0.1417,             4.5388e-05,             4.5388e-05,             4.5388e-05
                     85,                0.55957,                0.48762,                 0.1257,                0.78345,                0.70981,                0.75843,                0.55411,                0.30353,                0.53357,                0.48327,                0.47184,                0.14099,             4.4722e-05,             4.4722e-05,             4.4722e-05
                     86,                0.56702,                0.48862,                0.12796,                0.79539,                0.70937,                0.75235,                0.54984,                0.32542,                0.52935,                0.49087,                0.45874,                0.14159,             4.4056e-05,             4.4056e-05,             4.4056e-05
                     87,                0.56275,                0.48128,                0.12106,                0.79428,                0.69734,                0.75064,                0.55101,                0.29248,                0.52434,                0.48684,                0.47414,                0.14246,              4.339e-05,              4.339e-05,              4.339e-05
                     88,                0.55776,                0.47384,                0.12487,                0.78891,                0.69911,                0.74864,                 0.5392,                0.32059,                0.52583,                0.49202,                0.47028,                0.14535,             4.2724e-05,             4.2724e-05,             4.2724e-05
                     89,                0.55438,                0.48194,                0.12555,                0.79853,                0.71407,                0.76653,                0.54729,                0.33113,                0.53406,                0.48374,                0.46168,                0.13799,             4.2058e-05,             4.2058e-05,             4.2058e-05
                     90,                0.56596,                0.48221,                0.12466,                0.77015,                0.72572,                0.76172,                0.54531,                0.31601,                0.52795,                0.48683,                0.46613,                0.14077,             4.1392e-05,             4.1392e-05,             4.1392e-05
                     91,                 0.5494,                 0.4775,                0.12185,                0.77716,                0.70984,                0.75445,                 0.5462,                0.32147,                0.52973,                0.47694,                0.46937,                0.13927,             4.0726e-05,             4.0726e-05,             4.0726e-05
                     92,                0.55685,                0.48262,                0.12129,                0.81394,                0.70393,                0.76393,                0.54981,                0.31466,                0.53087,                0.47978,                0.47086,                0.13563,              4.006e-05,              4.006e-05,              4.006e-05
                     93,                0.54834,                0.47751,                0.12032,                 0.7956,                0.70074,                0.76391,                0.55399,                0.33159,                0.53304,                0.48308,                0.46737,                0.13832,             3.9394e-05,             3.9394e-05,             3.9394e-05
                     94,                0.55174,                0.47822,                0.12058,                0.80217,                0.72353,                0.77003,                0.55298,                0.32781,                0.54166,                 0.4794,                0.45773,                0.13743,             3.8728e-05,             3.8728e-05,             3.8728e-05
                     95,                0.54108,                0.48537,                0.11957,                0.78554,                0.71586,                0.76313,                0.54349,                0.33573,                0.53505,                0.47456,                 0.4606,                 0.1361,             3.8062e-05,             3.8062e-05,             3.8062e-05
                     96,                0.54027,                 0.4729,                0.11787,                0.79581,                0.71159,                0.76056,                 0.5514,                0.35132,                0.53517,                 0.4737,                0.46482,                 0.1393,             3.7396e-05,             3.7396e-05,             3.7396e-05
                     97,                0.56387,                0.46763,                0.12424,                0.80654,                 0.7052,                0.76728,                0.54998,                0.34642,                0.53989,                0.48598,                0.45526,                0.14103,              3.673e-05,              3.673e-05,              3.673e-05
                     98,                0.55056,                0.47683,                0.12006,                0.79593,                0.70707,                0.76654,                0.56321,                0.31957,                0.53843,                0.48575,                0.45194,                0.14191,             3.6064e-05,             3.6064e-05,             3.6064e-05
                     99,                0.54698,                0.47592,                0.12078,                0.80696,                0.69939,                0.76214,                0.56057,                0.34848,                0.54185,                0.46718,                0.46311,                0.13588,             3.5398e-05,             3.5398e-05,             3.5398e-05
                    100,                0.53835,                0.46488,                0.11631,                0.80748,                0.70102,                0.75961,                0.55491,                0.34061,                0.53915,                0.47896,                0.45836,                0.14158,             3.4732e-05,             3.4732e-05,             3.4732e-05
                    101,                  0.539,                0.47553,                 0.1159,                0.80977,                0.71164,                0.75859,                0.55249,                 0.3569,                0.54197,                0.48074,                0.44919,                0.13725,             3.4066e-05,             3.4066e-05,             3.4066e-05
                    102,                0.53155,                0.47394,                0.11564,                0.81402,                0.71437,                0.76309,                  0.561,                0.37111,                0.54594,                0.47097,                0.45271,                0.13611,               3.34e-05,               3.34e-05,               3.34e-05
                    103,                0.52639,                0.47137,                0.11324,                0.79695,                0.71736,                  0.762,                0.56011,                0.37398,                0.54963,                0.46618,                 0.4542,                0.13593,             3.2734e-05,             3.2734e-05,             3.2734e-05
                    104,                0.53775,                0.47486,                0.11239,                0.81103,                0.69952,                0.76138,                 0.5549,                0.37021,                0.54449,                0.47031,                0.45322,                0.13172,             3.2068e-05,             3.2068e-05,             3.2068e-05
                    105,                0.53016,                 0.4667,                0.11319,                0.81478,                0.70533,                0.76034,                0.55558,                0.37586,                0.54638,                0.47308,                0.44621,                0.13568,             3.1402e-05,             3.1402e-05,             3.1402e-05
                    106,                0.52546,                0.46559,                 0.1144,                0.80726,                0.70255,                0.76409,                0.54915,                0.35258,                0.54066,                0.47503,                0.45732,                0.14033,             3.0736e-05,             3.0736e-05,             3.0736e-05
                    107,                  0.533,                0.47362,                0.11307,                0.80181,                0.71269,                0.75603,                0.56202,                0.37058,                0.54704,                0.46712,                0.44768,                0.13375,              3.007e-05,              3.007e-05,              3.007e-05
                    108,                0.52306,                0.46803,                0.11279,                0.80185,                0.71536,                0.76083,                0.56377,                0.34424,                0.54394,                0.46963,                 0.4523,                0.13808,             2.9404e-05,             2.9404e-05,             2.9404e-05
                    109,                0.52054,                 0.4538,                0.11091,                 0.8234,                0.71078,                0.76808,                0.55436,                0.37908,                0.55038,                0.47666,                0.44583,                0.13724,             2.8738e-05,             2.8738e-05,             2.8738e-05
                    110,                0.51864,                0.46786,                0.10668,                 0.8235,                0.70645,                0.76927,                0.55604,                0.34734,                0.54419,                0.47206,                0.45247,                0.13842,             2.8072e-05,             2.8072e-05,             2.8072e-05
                    111,                0.52744,                0.46383,                 0.1134,                0.83401,                0.70075,                0.77191,                 0.5487,                0.33428,                 0.5443,                0.47575,                0.44778,                0.13928,             2.7406e-05,             2.7406e-05,             2.7406e-05
                    112,                0.52286,                0.45955,                0.11061,                0.80818,                0.71621,                0.76187,                0.55824,                0.36625,                0.54399,                0.46887,                0.45199,                0.13715,              2.674e-05,              2.674e-05,              2.674e-05
                    113,                 0.5357,                0.45825,                0.11488,                  0.824,                0.69913,                0.76182,                 0.5585,                0.34157,                0.53971,                0.47552,                0.45236,                0.13905,             2.6074e-05,             2.6074e-05,             2.6074e-05
                    114,                0.52267,                0.45923,                0.11086,                 0.8212,                0.71138,                0.76911,                0.56195,                0.36321,                0.54809,                  0.477,                0.44419,                0.13757,             2.5408e-05,             2.5408e-05,             2.5408e-05
                    115,                0.51996,                0.45687,                  0.108,                0.82648,                0.71297,                0.76471,                0.56401,                0.38823,                0.55298,                 0.4714,                 0.4458,                 0.1344,             2.4742e-05,             2.4742e-05,             2.4742e-05
                    116,                0.53501,                0.46194,                0.11119,                0.81649,                 0.7111,                0.76348,                0.55056,                 0.3754,                0.54509,                0.47413,                0.44927,                0.13754,             2.4076e-05,             2.4076e-05,             2.4076e-05
                    117,                0.52691,                0.45513,                0.10782,                0.82982,                0.71082,                0.77047,                0.55976,                0.37282,                 0.5494,                0.46081,                0.44663,                0.13317,              2.341e-05,              2.341e-05,              2.341e-05
                    118,                0.51061,                0.45927,                0.10607,                0.82653,                0.70029,                 0.7694,                 0.5641,                0.37261,                0.55182,                0.46289,                0.44569,                 0.1328,             2.2744e-05,             2.2744e-05,             2.2744e-05
                    119,                0.51605,                 0.4551,                  0.106,                0.80847,                0.70648,                0.76766,                0.56289,                0.37221,                0.55306,                0.46208,                0.44148,                0.13233,             2.2078e-05,             2.2078e-05,             2.2078e-05
                    120,                0.51632,                0.46115,                0.10964,                0.82189,                0.70333,                0.76774,                0.55619,                0.36141,                0.54742,                0.46187,                0.44997,                0.13408,             2.1412e-05,             2.1412e-05,             2.1412e-05
                    121,                0.50955,                0.45898,                0.10749,                0.81307,                0.72003,                  0.767,                0.55887,                0.37459,                0.55119,                0.47088,                0.43785,                0.13568,             2.0746e-05,             2.0746e-05,             2.0746e-05
                    122,                 0.5209,                0.44579,                0.10546,                 0.8166,                0.72051,                0.76845,                0.55811,                0.37482,                0.55471,                0.46786,                0.44089,                0.13185,              2.008e-05,              2.008e-05,              2.008e-05
                    123,                0.51583,                0.45375,                0.10482,                0.82312,                0.71383,                0.76574,                0.56484,                0.37261,                0.55213,                0.47085,                0.43878,                0.13382,             1.9414e-05,             1.9414e-05,             1.9414e-05
                    124,                0.50994,                0.45758,                0.10721,                0.83557,                 0.7062,                0.76678,                0.55531,                0.36908,                0.54954,                0.47215,                0.43962,                0.13606,             1.8748e-05,             1.8748e-05,             1.8748e-05
                    125,                0.51095,                0.45499,                0.10265,                0.85202,                0.70637,                 0.7761,                0.56151,                0.37087,                0.55268,                0.47275,                0.43888,                0.13287,             1.8082e-05,             1.8082e-05,             1.8082e-05
                    126,                0.50698,                0.45199,                0.10446,                0.83059,                0.71567,                0.77452,                0.55668,                0.36544,                0.54905,                0.47251,                0.43666,                0.13257,             1.7416e-05,             1.7416e-05,             1.7416e-05
                    127,                0.50844,                0.45002,                0.10547,                0.82559,                0.71032,                 0.7741,                0.55658,                0.34777,                0.54747,                0.47457,                 0.4374,                0.13505,              1.675e-05,              1.675e-05,              1.675e-05
                    128,                 0.5046,                0.44932,                0.10568,                0.82208,                0.71004,                0.77423,                0.56287,                0.38098,                0.55375,                0.47358,                0.43156,                0.13387,             1.6084e-05,             1.6084e-05,             1.6084e-05
                    129,                0.50283,                0.45308,                0.10379,                0.81807,                0.72009,                0.77765,                0.55919,                0.37578,                0.55452,                0.47486,                0.43091,                0.13348,             1.5418e-05,             1.5418e-05,             1.5418e-05
                    130,                0.50642,                0.44442,                0.10316,                0.81717,                0.71623,                0.76995,                0.55825,                0.38585,                0.55353,                0.47342,                0.42953,                0.13283,             1.4752e-05,             1.4752e-05,             1.4752e-05
                    131,                0.49313,                0.44222,                0.10368,                0.82424,                0.71603,                0.76723,                 0.5622,                0.38568,                0.55099,                0.47358,                0.43723,                0.13416,             1.4086e-05,             1.4086e-05,             1.4086e-05
                    132,                0.50632,                0.44481,                0.10269,                 0.8095,                0.71573,                0.76746,                0.56129,                0.37401,                0.54985,                0.47651,                0.43576,                0.13553,              1.342e-05,              1.342e-05,              1.342e-05
